X,Y,OBJECTID,ID,IsNTMT,STREET,BLOCKNUM,BLOCKDIR,CROSSSTREET,CROSSBLOCK,CROSSBLOCKDIR,COUNTDATE,VOLUME,COUNTTYPE,DIRECTION,DESCRIPTION,DISTRICT,COUNTSTATION,BUDGETYR,COMMENTS,VERIFIEDON,AVG_SPEED
648760.295603674,949414.239501312,33461,5159,1,CORAL GABLES DR,13400,N,THUNDERBIRD RD,900,N,2024/04/04 07:00:00+00,1863,MID2,South Bound,Speed Hump,3,5066,2024,,2025/06/30 07:00:00+00,30
653725.317585301,955257.44094488,33462,5160,1,CORAL GABLES DR,13620,N,MOON VALLEY DR,1000,N,2024/04/04 07:00:00+00,2698,MID2,South Bound,Speed Hump,3,6223,2024,,2025/06/30 07:00:00+00,30
646783.592847768,916401.025918633,33467,5226,1,15TH AVE,5500,N,MISSOURI AVE,1500,N,2024/06/11 07:00:00+00,5998,MID2,South Bound,Speed Hump,4,2158,2024,,2025/06/30 07:00:00+00,37
646798.534448817,919846.71489501,33468,5228,1,15TH AVE,6000,N,BETHANY HOME RD,1500,N,2024/06/05 07:00:00+00,2182,MID2,South Bound,Speed Hump,4,5150,2024,,2025/06/30 07:00:00+00,24
622880.86023622,855046.557414696,33469,5610,0,51ST AVE,10800,S,OLNEY DR,10800,S,2025/01/29 07:00:00+00,5399,MID2,South Bound,Volume Map,8,3114,2025,,2025/06/30 07:00:00+00,
659053.793635171,925995.821194224,33471,5815,0,ORANGEWOOD AVE,1250,E,12TH PL,1250,E,2025/05/13 07:00:00+00,622,MID2,East Bound,Volume Map,6,4264,2025,,2025/06/04 07:00:00+00,43
660845.866469815,926466.562335961,33472,5816,0,MORTEN AVE,1600,E,16TH ST,1600,E,2025/05/13 07:00:00+00,2350,MID2,East Bound,Volume Map,6,3381,2025,,2025/06/04 07:00:00+00,
661123.964238845,924679.685039371,33473,5817,0,MYRTLE AVE,1600,E,16TH ST,1600,E,2025/05/13 07:00:00+00,88,MID2,East Bound,Volume Map,6,5397,2025,,2025/06/04 07:00:00+00,23
661124.009186354,924716.070538059,33474,5817,0,MYRTLE AVE,1800,E,16TH ST,1600,E,2025/05/13 07:00:00+00,126,MID2,West Bound,Volume Map,6,5397,2025,,2025/06/04 07:00:00+00,23
657325.048228346,967812.88057743,33475,5820,0,12TH ST,18600,N,UNION HILLS DR,18600,N,2025/05/14 07:00:00+00,1309,MID2,North Bound,Volume Map,2,4057,2025,,2025/06/04 07:00:00+00,28
657291.396981627,969919.695209973,33476,5821,0,12TH ST,1200,E,UTOPIA RD,19400,N,2025/05/14 07:00:00+00,757,MID2,North Bound,Volume Map,2,3048,2025,,2025/06/04 07:00:00+00,25
636379.241141733,930246.826115489,33477,5823,0,31ST AVE,8000,N,NORTHERN AVE,8000,N,2025/05/20 07:00:00+00,2023,MID2,North Bound,Volume Map,5,4159,2025,,2025/06/09 07:00:00+00,31
636341.141076114,932502.826443568,33478,5827,0,31ST AVE,9000,N,BUTLER DR,8500,N,2025/05/20 07:00:00+00,2129,MID2,South Bound,Volume Map,1,3150,2025,,2025/06/09 07:00:00+00,31
651921.842847768,948310.399278216,33479,5828,0,CENTRAL AVE,13800,N,MOUNTAIN PRESERVE,12850,N,2025/05/21 07:00:00+00,385,MID2,South Bound,Volume Map,3,4061,2025,,2025/06/09 07:00:00+00,23
653909.265419949,951993.337270342,33480,5831,0,WINGED FOOT RD,100,E,MEDINAN DR,100,E,2025/05/21 07:00:00+00,917,MID2,East Bound,Volume Map,3,2460,2025,,2025/06/09 07:00:00+00,30
653694.819553807,955217.460958004,33481,5832,0,CORAL GABLES DR,0,E,CENTRAL AVE,0,E,2025/05/21 07:00:00+00,2754,MID2,East Bound,Volume Map,3,6223,2025,,2025/06/09 07:00:00+00,32
655311.160104986,955226.04199475,33482,5833,0,CORAL GABLES DR,15400,N,7TH ST,700,E,2025/05/21 07:00:00+00,724,MID2,East Bound,Volume Map,3,2224,2025,,2025/06/09 07:00:00+00,30
682120.105314959,849169.388451442,33483,5834,0,WARNER RD,5100,E,51ST ST,5100,E,2025/05/28 07:00:00+00,10851,MID2,East Bound,Volume Map,6,2272,2025,,2025/06/09 07:00:00+00,43
682120.160433073,849267.625984251,33484,5834,0,WARNER RD,5200,E,51ST ST,5100,E,2025/05/28 07:00:00+00,11004,MID2,West Bound,Volume Map,6,2272,2025,,2025/06/09 07:00:00+00,43
681393.085958004,848936.945209973,33485,5835,0,WARNER RD,5100,E,48TH ST,4800,E,2025/05/28 07:00:00+00,10262,MID2,West Bound,Volume Map,6,6272,2025,,2025/06/09 07:00:00+00,36
681670.255905513,847619.672900259,33486,5836,0,WAKIAL LOOP,12400,S,48TH ST,4800,S,2025/05/28 07:00:00+00,1192,MID2,West Bound,Volume Map,6,5389,2025,,2025/06/09 07:00:00+00,31
681516.067585301,850341.308398947,33487,5837,0,51ST ST,5100,E,WARNER RD,12400,S,2025/05/28 07:00:00+00,1541,MID2,North Bound,Volume Map,6,4073,2025,,2025/06/09 07:00:00+00,36
682850.636482939,855940.117125981,33488,5838,0,51ST ST,9800,S,PIEDMONT RD,9800,S,2025/05/28 07:00:00+00,2000,MID2,North Bound,Volume Map,6,3288,2025,,2025/06/12 07:00:00+00,34
672728.70406824,845668.598753281,33489,5844,0,36TH ST,13500,S,KNOX RD,13200,S,2025/05/28 07:00:00+00,2660,MID2,South Bound,Volume Map,6,6063,2025,,2025/06/12 07:00:00+00,31
672449.83628609,848146.609908134,33490,5845,0,36TH ST,3650,E,EQUESTRIAN TRL,12200,S,2025/05/28 07:00:00+00,1608,MID2,South Bound,Volume Map,6,2067,2025,,2025/06/12 07:00:00+00,33
674210.349081364,921020.463254593,33491,5849,0,LINCOLN DR,3200,E,32ND ST,3200,E,2025/06/04 07:00:00+00,10027,MID2,East Bound,Volume Map,6,5233,2025,,2025/06/16 07:00:00+00,45
674176.464895014,913110.298228346,33492,5853,0,CAMELBACK RD,4000,E,36TH ST,3600,E,2025/06/04 07:00:00+00,17602,MID2,West Bound,Volume Map,6,3263,2025,,2025/06/16 07:00:00+00,58
663569.359908137,891817.181430444,33493,5854,0,VAN BUREN ST,300,N,20TH ST,2000,E,2025/06/04 07:00:00+00,6577,MID2,West Bound,Volume Map,8,3351,2025,,2025/06/16 07:00:00+00,41
665424.570866141,889741.156824149,33494,5855,0,24TH ST,300,N,VAN BUREN ST,300,N,2025/06/04 07:00:00+00,4863,MID2,North Bound,Volume Map,8,5069,2025,,2025/06/16 07:00:00+00,33
614368.589566927,870226.292650916,33495,5864,0,SOUTHERN AVE,6300,W,63RD AVE,6300,W,2025/06/09 07:00:00+00,6000,MID2,East Bound,Volume Map,7,5272,2025,,2025/06/20 07:00:00+00,50
617336.813648295,854372.802821524,33496,5867,0,ELLIOT RD,5900,W,59TH AVE,5900,W,2025/06/10 07:00:00+00,3180,MID2,East Bound,Volume Map,7,3506,2025,,2025/06/20 07:00:00+00,44
617336.917650919,854412.825787403,33497,5867,0,ELLIOT RD,6300,W,59TH AVE,5900,W,2025/06/10 07:00:00+00,3258,MID2,West Bound,Volume Map,7,3506,2025,,2025/06/20 07:00:00+00,44
626348.32906824,862344.405839898,33498,5868,0,SOUTH MOUNTAIN AVE,4600,W,END of ROAD,4500,W,2025/06/10 07:00:00+00,271,MID2,West Bound,Volume Map,8,2442,2025,,2025/06/20 07:00:00+00,25
629788.792979002,865040.015748031,33499,5869,0,BASELINE RD,4300,W,39TH AVE,3900,W,2025/06/10 07:00:00+00,13999,MID2,West Bound,Volume Map,8,6289,2025,,2025/06/20 07:00:00+00,51
652131.002296589,901452.635498688,33500,5870,0,CENTRAL AVE,2300,N,ENCANTO BLVD,2300,N,2025/06/11 07:00:00+00,7695,MID2,North Bound,Volume Map,4,3012,2025,,2025/06/20 07:00:00+00,34
620385.750328083,901159.949146979,33501,5872,0,55TH AVE,2300,N,ENCANTO BLVD,2300,N,2025/06/11 07:00:00+00,2790,MID2,North Bound,Volume Map,4,3135,2025,,2025/06/20 07:00:00+00,34
620392.853346456,899133.25918635,33502,5873,0,55TH AVE,5500,W,MCDOWELL RD,1600,N,2025/06/11 07:00:00+00,2116,MID2,North Bound,Volume Map,7,4144,2025,,2025/06/20 07:00:00+00,34
621742.101706035,907112.882545933,33503,5877,0,53RD AVE,4100,N,CLARENDON AVE,3800,N,2025/06/18 07:00:00+00,2111,MID2,South Bound,Volume Map,5,5479,2025,,2025/06/26 07:00:00+00,
674388.841207348,975628.331036747,33504,5879,0,AVIANO WAY,21940,N,LONE CACTUS DR,21600,N,2025/06/16 07:00:00+00,258,MID2,South Bound,Volume Map,2,3507,2025,,2025/06/26 07:00:00+00,33
674445.750656169,974536.693569556,33505,5881,0,MAYO BLVD,3600,E,BLACK MOUNTAIN PKWY,3600,E,2025/06/16 07:00:00+00,1351,MID2,East Bound,Volume Map,2,6458,2025,,2025/06/26 07:00:00+00,38
675979.935039371,975830.838254593,33506,5883,0,LONE CACTUS DR,21600,N,AVIANO WAY,3800,E,2025/06/16 07:00:00+00,327,MID2,East Bound,Volume Map,2,2495,2025,,2025/06/26 07:00:00+00,29
674401.01476378,975635.598425195,33507,5885,0,LONE CACTUS DR,3640,E,AVIANO WAY,3800,E,2025/06/16 07:00:00+00,435,MID2,West Bound,Volume Map,2,4515,2025,,2025/06/26 07:00:00+00,32
631119.580380578,936472.579724409,33508,5886,0,39TH AVE,3900,W,CAROL AVE,9500,N,2025/06/18 07:00:00+00,546,MID2,North Bound,Volume Map,1,6454,2025,,2025/06/26 07:00:00+00,28
630907.629265092,937044.303149603,33509,5887,0,CAMINO ACEQUIA,9800,N,39TH AVE,3900,W,2025/06/18 07:00:00+00,564,MID2,West Bound,Volume Map,1,2401,2025,,2025/06/26 07:00:00+00,26
631093.578412075,930141.483595803,33510,5888,0,39TH AVE,3900,W,NORTHERN AVE,3900,N,2025/06/18 07:00:00+00,2313,MID2,North Bound,Volume Map,1,6138,2025,,2025/06/30 07:00:00+00,32
620445.595144358,906774.08989501,33511,5890,0,55TH AVE,5500,W,OSBORN RD,3400,N,2025/06/18 07:00:00+00,2070,MID2,North Bound,Volume Map,5,2130,2025,,2025/06/30 07:00:00+00,35
652228.545603674,858860.28871391,33512,4510,1,CENTRAL AVE,9300,S,LA MIRADA DR,9300,S,2023/03/22 07:00:00+00,2220,MID2,North Bound,Speed Hump,8,2020,2025,,2025/06/30 07:00:00+00,40
652315.125328083,857550.313976377,33513,4511,1,CENTRAL AVE,9620,S,THUNDERBIRD TRL,9620,S,2023/03/28 07:00:00+00,1241,MID2,North Bound,Speed Hump,8,2020,2025,,2025/06/30 07:00:00+00,38
652324.285433073,857550.300196849,33514,4527,1,CENTRAL AVE,9620,S,THUNDERBIRD TRL,9620,S,2023/04/01 07:00:00+00,3269,MID2,North Bound,Speed Hump,8,2020,2025,,2025/06/30 07:00:00+00,38
643888.789041996,856323.343832023,33515,4528,1,19TH AVE,10380,S,TELEGRAPH PASS RD,10380,S,2023/04/11 07:00:00+00,517,MID2,North Bound,Speed Hump,8,1087,2025,,2025/06/30 07:00:00+00,27
628456.49606299,868510.465223096,33516,4531,1,19TH AVE,4400,S,SOUTHERN AVE,6000,S,2023/04/11 07:00:00+00,10084,MID2,South Bound,Speed Hump,7,1086,2025,,2025/06/30 07:00:00+00,43
617682.34940945,876952.415354334,33519,4592,1,59TH AVE,2800,S,LOWER BUCKEYE RD,2800,S,2021/11/30 07:00:00+00,1138,MID2,North Bound,Speed Hump,7,1139,2025,,2025/06/30 07:00:00+00,41
617700.182414699,880299.804790027,33520,4593,1,59TH AVE,2800,S,LOWER BUCKEYE RD,2800,S,2021/11/30 07:00:00+00,2122,MID2,North Bound,Speed Hump,7,4143,2025,,2025/06/30 07:00:00+00,40
648799.838582676,949392.343832023,33521,5159,1,CORAL GABLES DR,900,N,THUNDERBIRD RD,900,N,2024/04/04 07:00:00+00,1696,MID2,North Bound,Speed Hump,3,5066,2024,,2025/06/30 07:00:00+00,30
653725.264107611,955221.054790027,33522,5160,1,CORAL GABLES DR,1000,N,MOON VALLEY DR,1000,N,2024/04/04 07:00:00+00,2937,MID2,North Bound,Speed Hump,3,6223,2024,,2025/06/30 07:00:00+00,30
646841.498687662,916400.928805776,33523,5226,1,15TH AVE,1500,N,MISSOURI AVE,1500,N,2024/06/11 07:00:00+00,5126,MID2,North Bound,Speed Hump,4,2158,2024,,2025/06/30 07:00:00+00,37
646838.149934385,919846.648293965,33524,5228,1,15TH AVE,1500,N,BETHANY HOME RD,1500,N,2024/06/05 07:00:00+00,2634,MID2,North Bound,Speed Hump,4,5150,2024,,2025/06/30 07:00:00+00,24
646860.159776904,922062.495734908,33525,5229,1,15TH AVE,1500,N,MARYLAND AVE,1500,N,2024/06/05 07:00:00+00,1867,MID2,North Bound,Speed Hump,4,1256,2024,,2025/06/30 07:00:00+00,31
622546.319225721,854348.78313648,33526,5606,1,ELLIOT RD,10800,W,55TH AVE,10800,W,2025/01/29 07:00:00+00,1499,MID2,East Bound,Speed Hump,8,6436,2025,,2025/06/30 07:00:00+00,36
659938.400262468,859737.428149603,33528,5812,0,DOBBINS RD,2000,E,16TH ST,1600,E,2025/05/06 07:00:00+00,3838,MID2,West Bound,Volume Map,8,4199,2025,,2025/06/04 07:00:00+00,41
660147.988517061,926321.892716534,33529,5814,0,16TH ST,7500,N,ORANGEWOOD AVE,7500,N,2025/05/13 07:00:00+00,8309,MID2,North Bound,Volume Map,6,6161,2025,,2025/06/04 07:00:00+00,
657305.086614173,962071.153543308,33530,5818,0,12TH ST,17800,N,BELL RD,17000,N,2025/05/14 07:00:00+00,2547,MID2,South Bound,Volume Map,3,5048,2025,,2025/06/04 07:00:00+00,36
657312.241797902,965102.118438318,33531,5819,0,12TH ST,18600,N,GROVERS AVE,17800,N,2025/05/14 07:00:00+00,1965,MID2,South Bound,Volume Map,2,1057,2025,,2025/06/04 07:00:00+00,35
657282.450459316,967812.938320212,33532,5820,0,12TH ST,19400,N,UNION HILLS DR,18600,N,2025/05/14 07:00:00+00,1317,MID2,South Bound,Volume Map,2,4057,2025,,2025/06/04 07:00:00+00,28
657248.801837269,969919.752952754,33533,5821,0,12TH ST,1200,E,UTOPIA RD,19400,N,2025/05/14 07:00:00+00,928,MID2,South Bound,Volume Map,2,3048,2025,,2025/06/04 07:00:00+00,25
637561.412729658,928799.949146979,33534,5822,0,NORTHERN AVE,2700,W,27TH AVE,2700,W,2025/05/20 07:00:00+00,16016,MID2,East Bound,Volume Map,5,1252,2025,,2025/06/09 07:00:00+00,45
634828.068897638,931443.446194224,33535,5824,0,BUTLER DR,3100,W,31ST AVE,3100,W,2025/05/20 07:00:00+00,1758,MID2,East Bound,Volume Map,5,5339,2025,,2025/06/09 07:00:00+00,33
632162.617782153,931449.060695536,33536,5826,0,BUTLER DR,3500,W,35TH AVE,3500,W,2025/05/20 07:00:00+00,668,MID2,East Bound,Volume Map,1,2353,2025,,2025/06/09 07:00:00+00,29
632162.703740157,931489.084973752,33537,5826,0,BUTLER DR,3900,W,35TH AVE,3500,W,2025/05/20 07:00:00+00,791,MID2,West Bound,Volume Map,1,2353,2025,,2025/06/09 07:00:00+00,29
651964.467191599,948310.333989501,33538,5828,0,CENTRAL AVE,12850,N,MOUNTAIN PRESERVE,12850,N,2025/05/21 07:00:00+00,474,MID2,North Bound,Volume Map,3,4061,2025,,2025/06/09 07:00:00+00,23
652799.230971128,948672.933070868,33539,5829,0,THUNDERBIRD RD,700,E,CANTERBURY DR,0,E,2025/05/21 07:00:00+00,17298,MID2,West Bound,Volume Map,3,1231,2025,,2025/06/09 07:00:00+00,
652164.42847769,858860.385170601,33540,4510,1,CENTRAL AVE,9430,S,LA MIRADA DR,9300,S,2023/03/22 07:00:00+00,2107,MID2,South Bound,Speed Hump,8,2020,2025,,2025/06/30 07:00:00+00,40
643846.040682416,856323.41929134,33541,4528,1,19TH AVE,10200,S,TELEGRAPH PASS RD,10380,S,2023/04/11 07:00:00+00,582,MID2,South Bound,Speed Hump,8,1087,2025,,2025/06/30 07:00:00+00,27
643932.452755906,862039.29429134,33542,4530,1,19TH AVE,9160,S,DOBBINS RD,9160,S,2023/04/18 07:00:00+00,3193,MID2,North Bound,Speed Hump,8,3079,2025,,2025/06/30 07:00:00+00,43
643889.711942255,862039.369750656,33543,4530,1,19TH AVE,7600,S,DOBBINS RD,9160,S,2023/04/18 07:00:00+00,3282,MID2,South Bound,Speed Hump,8,3079,2025,,2025/06/30 07:00:00+00,43
628201.153543308,863569.975393698,33544,4537,1,43RD AVE,7600,S,BASELINE RD,7600,S,2023/04/18 07:00:00+00,2497,MID2,North Bound,Speed Hump,7,6369,2025,,2025/06/30 07:00:00+00,38
628133.992782153,863570.126968503,33545,4537,1,43RD AVE,9200,S,BASELINE RD,7600,S,2023/04/18 07:00:00+00,2615,MID2,South Bound,Speed Hump,7,6369,2025,,2025/06/30 07:00:00+00,38
646792.241469815,908858.29986877,33549,5223,1,15TH AVE,1500,N,INDIAN SCHOOL RD,1500,N,2024/06/05 07:00:00+00,5595,MID2,North Bound,Speed Hump,4,4173,2024,,2025/06/30 07:00:00+00,39
646743.466863517,908858.38188976,33550,5223,1,15TH AVE,4100,N,INDIAN SCHOOL RD,1500,N,2024/06/05 07:00:00+00,5792,MID2,South Bound,Speed Hump,4,4173,2024,,2025/06/30 07:00:00+00,39
646858.557086613,924733.206036747,33551,5230,1,15TH AVE,1500,N,GLENDALE AVE,1500,N,2024/06/05 07:00:00+00,1896,MID2,North Bound,Speed Hump,6,1254,2024,,2025/06/30 07:00:00+00,31
646818.947834644,924733.272637792,33552,5230,1,15TH AVE,7000,N,GLENDALE AVE,1500,N,2024/06/05 07:00:00+00,2141,MID2,South Bound,Speed Hump,6,1254,2024,,2025/06/30 07:00:00+00,31
665211.454724409,975789.972769029,33553,5541,1,CAVE CREEK RD,2400,N,LONE CACTUS DR,2400,N,2024/12/11 07:00:00+00,17334,MID2,North Bound,Speed Hump,2,4052,2025,,2025/06/30 07:00:00+00,48
665129.322506562,975790.063648291,33554,5541,1,CAVE CREEK RD,21400,N,LONE CACTUS DR,2400,N,2024/12/11 07:00:00+00,16173,MID2,South Bound,Speed Hump,2,4052,2025,,2025/06/30 07:00:00+00,48
622546.460958004,854406.998359583,33555,5606,1,ELLIOT RD,5500,W,55TH AVE,10800,W,2025/01/29 07:00:00+00,1158,MID2,West Bound,Speed Hump,8,6436,2025,,2025/06/30 07:00:00+00,36
661959.344488189,930183.816272967,33556,5613,1,NORTHERN AVE,1820,E,18TH ST,8110,E,2025/02/04 07:00:00+00,20245,MID2,West Bound,Speed Hump,6,2179,2025,,2025/06/30 07:00:00+00,48
659938.345144358,859693.766732283,33558,5812,0,DOBBINS RD,1600,E,16TH ST,1600,E,2025/05/06 07:00:00+00,3930,MID2,East Bound,Volume Map,8,4199,2025,,2025/06/04 07:00:00+00,41
660077.914041996,926321.980971128,33559,5814,0,16TH ST,8000,N,ORANGEWOOD AVE,7500,N,2025/05/13 07:00:00+00,7740,MID2,South Bound,Volume Map,6,6161,2025,,2025/06/04 07:00:00+00,
659053.850065615,926039.483923882,33560,5815,0,ORANGEWOOD AVE,1600,E,12TH PL,1250,E,2025/05/13 07:00:00+00,762,MID2,West Bound,Volume Map,6,4264,2025,,2025/06/04 07:00:00+00,43
657353.778871391,962071.087270342,33561,5818,0,12TH ST,17000,N,BELL RD,17000,N,2025/05/14 07:00:00+00,2178,MID2,North Bound,Volume Map,3,5048,2025,,2025/06/04 07:00:00+00,36
637561.542322833,928865.44324147,33562,5822,0,NORTHERN AVE,3100,W,27TH AVE,2700,W,2025/05/20 07:00:00+00,15890,MID2,West Bound,Volume Map,5,1252,2025,,2025/06/09 07:00:00+00,45
636327.453412075,930246.930446193,33563,5823,0,31ST AVE,8500,N,NORTHERN AVE,8000,N,2025/05/20 07:00:00+00,1720,MID2,South Bound,Volume Map,5,4159,2025,,2025/06/09 07:00:00+00,31
634828.181430448,931498.024606302,33564,5824,0,BUTLER DR,3500,W,31ST AVE,3100,W,2025/05/20 07:00:00+00,1787,MID2,West Bound,Volume Map,5,5339,2025,,2025/06/09 07:00:00+00,33
633743.93175853,930146.727034122,33565,5825,0,35TH AVE,8000,N,NORTHERN AVE,8000,N,2025/05/20 07:00:00+00,12038,MID2,North Bound,Volume Map,1,3148,2025,,2025/06/09 07:00:00+00,42
633679.95800525,930146.861220472,33566,5825,0,35TH AVE,8500,N,NORTHERN AVE,8000,N,2025/05/20 07:00:00+00,9273,MID2,South Bound,Volume Map,1,3148,2025,,2025/06/09 07:00:00+00,42
636389.87893701,932502.72834646,33567,5827,0,31ST AVE,8500,N,BUTLER DR,8500,N,2025/05/20 07:00:00+00,2326,MID2,North Bound,Volume Map,1,3150,2025,,2025/06/09 07:00:00+00,31
651958.445538059,950351.600721784,33568,5830,0,CANTERBURY DR,14300,N,THUNDERBIRD RD,14300,N,2025/05/21 07:00:00+00,1091,MID2,East Bound,Volume Map,3,6411,2025,,2025/06/09 07:00:00+00,29
653921.500984251,952033.343832023,33569,5831,0,WINGED FOOT RD,700,E,MEDINAN DR,100,E,2025/05/21 07:00:00+00,946,MID2,West Bound,Volume Map,3,2460,2025,,2025/06/09 07:00:00+00,30
655311.211614173,955262.427821524,33570,5833,0,CORAL GABLES DR,15400,N,7TH ST,700,E,2025/05/21 07:00:00+00,639,MID2,West Bound,Volume Map,3,2224,2025,,2025/06/09 07:00:00+00,30
681460.241469815,848875.052821524,33571,5835,0,WARNER RD,4800,E,48TH ST,4800,E,2025/05/28 07:00:00+00,10124,MID2,East Bound,Volume Map,6,6272,2025,,2025/06/09 07:00:00+00,36
683680.210958004,859996.547244094,33572,5840,0,GUADALUPE RD,5400,E,POINTE PKWY E,5230,E,2025/05/28 07:00:00+00,3751,MID2,West Bound,Volume Map,6,6274,2025,,2025/06/12 07:00:00+00,29
675413.004593175,836999.69652231,33573,5841,0,40TH ST,15600,S,CHANDLER BLVD,15600,S,2025/05/29 07:00:00+00,8137,MID2,North Bound,Volume Map,6,2022,2025,,2025/06/12 07:00:00+00,43
675345.788057745,836999.748359583,33574,5841,0,40TH ST,16400,S,CHANDLER BLVD,15600,S,2025/05/29 07:00:00+00,7154,MID2,South Bound,Volume Map,6,2022,2025,,2025/06/12 07:00:00+00,43
645736.000328083,895532.148622051,33575,5847,0,GRAND AVE,1700,W,15TH AVE,1500,W,2025/06/03 07:00:00+00,7004,MID2,West Bound,Volume Map,4,2420,2025,,2025/06/12 07:00:00+00,
642417.655511811,898736.269028872,33576,5848,0,GRAND AVE,1900,W,MCDOWELL RD,1600,N,2025/06/03 07:00:00+00,16896,MID2,South Bound,Volume Map,4,5001,2025,,2025/06/12 07:00:00+00,
674210.402559057,921085.957020998,33577,5849,0,LINCOLN DR,3600,E,32ND ST,3200,E,2025/06/04 07:00:00+00,9687,MID2,West Bound,Volume Map,6,5233,2025,,2025/06/16 07:00:00+00,45
670688.494750656,915241.883858271,33578,5850,0,32ND ST,5000,N,CAMELBACK RD,5000,N,2025/06/04 07:00:00+00,9279,MID2,North Bound,Volume Map,6,1104,2025,,2025/06/16 07:00:00+00,50
670621.443569552,915241.945866145,33579,5850,0,32ND ST,5540,N,CAMELBACK RD,5000,N,2025/06/04 07:00:00+00,9005,MID2,South Bound,Volume Map,6,1104,2025,,2025/06/16 07:00:00+00,50
673349.271653544,911699.232611552,33580,5852,0,36TH ST,4500,N,CAMPBELL AVE,4500,N,2025/06/04 07:00:00+00,2462,MID2,North Bound,Volume Map,6,2095,2025,,2025/06/16 07:00:00+00,33
674176.393372703,913022.973425195,33581,5853,0,CAMELBACK RD,3600,E,36TH ST,3600,E,2025/06/04 07:00:00+00,17284,MID2,East Bound,Volume Map,6,3263,2025,,2025/06/16 07:00:00+00,58
665336.11417323,889741.253280841,33582,5855,0,24TH ST,370,S,VAN BUREN ST,300,S,2025/06/04 07:00:00+00,5378,MID2,South Bound,Volume Map,8,5069,2025,,2025/06/16 07:00:00+00,33
669019.279199474,894423.834645666,33583,5856,0,ROOSEVELT ST,2800,E,28TH ST,1000,E,2025/06/04 07:00:00+00,5575,MID2,West Bound,Volume Map,8,5328,2025,,2025/06/16 07:00:00+00,36
668164.648622047,893737.003608927,33584,5857,0,28TH ST,300,N,VAN BUREN ST,300,N,2025/06/04 07:00:00+00,726,MID2,North Bound,Volume Map,8,3485,2025,,2025/06/16 07:00:00+00,25
668125.000656169,893737.043307088,33585,5857,0,28TH ST,1000,N,VAN BUREN ST,300,N,2025/06/04 07:00:00+00,689,MID2,South Bound,Volume Map,8,3485,2025,,2025/06/16 07:00:00+00,25
619737.429133859,870266.85465879,33586,5863,0,SOUTHERN AVE,5900,W,55TH AVE,5500,W,2025/06/09 07:00:00+00,10051,MID2,West Bound,Volume Map,7,4318,2025,,2025/06/20 07:00:00+00,59
625561.714895014,856262.700787403,33587,5866,0,47TH AVE,10800,S,OLNEY DR,10800,S,2025/06/10 07:00:00+00,102,MID2,North Bound,Volume Map,7,6482,2025,,2025/06/20 07:00:00+00,30
625534.2335958,856262.765091866,33588,5866,0,47TH AVE,10500,S,OLNEY DR,10800,S,2025/06/10 07:00:00+00,108,MID2,South Bound,Volume Map,7,6482,2025,,2025/06/20 07:00:00+00,30
629788.616141733,864959.969488189,33589,5869,0,BASELINE RD,3900,W,39TH AVE,3900,W,2025/06/10 07:00:00+00,13275,MID2,East Bound,Volume Map,8,6289,2025,,2025/06/20 07:00:00+00,51
618628.980314959,899799.957020998,33590,5871,0,ENCANTO BLVD,5500,W,55TH AVE,5500,W,2025/06/11 07:00:00+00,2004,MID2,East Bound,Volume Map,4,1340,2025,,2025/06/20 07:00:00+00,32
620337.965223096,899133.397309713,33591,5873,0,55TH AVE,5500,W,MCDOWELL RD,1600,N,2025/06/11 07:00:00+00,2127,MID2,South Bound,Volume Map,7,4144,2025,,2025/06/20 07:00:00+00,34
650080.421259843,900455.206036747,33592,5875,0,5TH AVE,2300,N,ENCANTO BLVD,2300,N,2025/06/11 07:00:00+00,1,MID2,North Bound,Volume Map,4,4007,2025,,2025/06/26 07:00:00+00,
650043.83070866,900455.263779528,33593,5875,0,5TH AVE,2900,N,ENCANTO BLVD,2300,N,2025/06/11 07:00:00+00,1346,MID2,South Bound,Volume Map,4,4007,2025,,2025/06/26 07:00:00+00,
621793.927821521,907112.754593179,33594,5877,0,53RD AVE,3800,N,CLARENDON AVE,3800,N,2025/06/18 07:00:00+00,1861,MID2,North Bound,Volume Map,5,5479,2025,,2025/06/26 07:00:00+00,
629555.260170605,928820.43175853,33595,5878,0,NORTHERN AVE,3900,W,39TH AVE,3900,W,2025/06/18 07:00:00+00,16928,MID2,East Bound,Volume Map,1,6351,2025,,2025/06/26 07:00:00+00,
681467.20964567,850352.252296589,33596,5837,0,51ST ST,5100,E,WARNER RD,12400,S,2025/05/28 07:00:00+00,1816,MID2,South Bound,Volume Map,6,4073,2025,,2025/06/09 07:00:00+00,36
682801.790682416,855958.335629918,33597,5838,0,51ST ST,10230,S,PIEDMONT RD,9800,S,2025/05/28 07:00:00+00,1915,MID2,South Bound,Volume Map,6,3288,2025,,2025/06/12 07:00:00+00,34
680977.526574802,858830.106955379,33598,5839,0,PIEDMONT RD,4800,E,45TH PL,4800,E,2025/05/28 07:00:00+00,333,MID2,East Bound,Volume Map,6,6368,2025,,2025/06/12 07:00:00+00,20
683689.347769029,859952.881233595,33599,5840,0,GUADALUPE RD,5230,E,POINTE PKWY E,5230,E,2025/05/28 07:00:00+00,3835,MID2,East Bound,Volume Map,6,6274,2025,,2025/06/12 07:00:00+00,29
